name	delta.rank.x	pval.x	level.x	nseqs.x	term.x	p.adj.x	delta.rank.y	pval.y	level.y	nseqs.y	term.y	p.adj.y
defense response	486	0.000772429898977414	2	291	GO:0006952	0.010892761439463	-235	0.00099696494565449	2	387	GO:0098542;GO:0006952	0.0292633727081043
dicarboxylic acid metabolic process	-977	0.00240621798882436	6	57	GO:0043648	0.0255111797720247	-597	0.00107468293599652	2	55	GO:0043648	0.0305431713793932
fatty acid metabolic process	-713	0.00065523775600816	2	136	GO:0006631	0.00966226234113556	-488	2.27228616485854e-05	2	141	GO:0006631	0.00203465996118358
immune response	702	2.12259781123784e-05	2	221	GO:0006955;GO:0045087	0.000629198636902645	-302	0.000185337064633207	2	297	GO:0006955	0.00884639731654863
ion homeostasis	566	0.00320008260718982	2	162	GO:0050801;GO:0055065;GO:0055080	0.030834501249739	-260	0.00495375842521345	2	223	GO:0030003;GO:0006873;GO:0055080;GO:0098771;GO:0050801;GO:0055082	0.0786274853149215
lipid metabolic process	-289	0.0104149817308799	2	490	GO:0006629	0.0732579223443247	-438	4.06492313991854e-10	2	404	GO:0006629;GO:0044255	2.42608162734138e-07
locomotory behavior	1117	0.000580180767762975	3	56	GO:0007626	0.00882421534215415	412	0.00109459386341192	2	117	GO:0007626	0.0308640994084889
membrane organization	-434	0.0135503168401002	3	194	GO:0044802;GO:0061024	0.0872576990482596	-243	0.00437710604603356	2	264	GO:0061024	0.0749972093341922
monocarboxylic acid catabolic process	-1048	0.00699488988979378	2	39	GO:0009062;GO:0072329	0.0541870803462692	-514	0.00283827903706705	4	62	GO:0009062;GO:0072329;GO:0019395;GO:0034440	0.0563080854744695
monocarboxylic acid metabolic process	-938	1.42346537862228e-08	2	220	GO:0032787	1.42591962927508e-06	-525	1.95701719874922e-08	5	218	GO:0032787	7.78675398746773e-06
monosaccharide metabolic process	-1363	1.75966573264801e-07	3	87	GO:0005996;GO:0019318	1.25408182676798e-05	-468	0.000134823836119175	4	124	GO:0006006;GO:0019318;GO:0005996	0.00744637636565447
ncRNA metabolic process	-405	0.0130223608104663	3	226	GO:0034660	0.0855881406208249	501	4.64533924481391e-06	2	157	GO:0034470;GO:0034660	0.000573619304678573
negative regulation of biosynthetic process	471	7.10364485904022e-05	6	441	GO:0010629;GO:2000113;GO:0010558;GO:0031327;GO:0009890	0.0017412519932967	264	3.55542293699694e-05	3	498	GO:2000113;GO:0010558;GO:0031327;GO:0009890;GO:0045892;GO:1903507;GO:1902679;GO:0051253;GO:0045934	0.00289308534618668
negative regulation of response to stimulus	467	0.000348149138681814	2	359	GO:0009968;GO:0010648;GO:0023057;GO:0048585	0.00584608813798075	-173	0.00742822524834765	2	487	GO:0009968;GO:0010648;GO:0023057;GO:0048585	0.0996272457465653
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	1228	0.00641185063931256	2	29	GO:0000184	0.0508918746098442	397	0.00189356053380513	2	114	GO:0006414;GO:0000184;GO:0006415;GO:0019083	0.0448090205521517
nucleobase-containing small molecule metabolic process	-306	0.00452547041765426	4	541	GO:0042278;GO:0009116;GO:0072521;GO:0055086;GO:1901657;GO:0006163;GO:0009117;GO:0006753;GO:0009150;GO:0009259;GO:0019693;GO:0046128;GO:0009119	0.0400807669612367	-364	0.000150934085862068	2	206	GO:0055086;GO:0009117;GO:0006753	0.00794845531576567
nucleoside phosphate biosynthetic process	-592	0.0131734606788542	4	104	GO:0009165;GO:1901293	0.0859975354428572	-522	0.000187226904743128	2	95	GO:0009165;GO:1901293	0.00884639731654863
organic acid metabolic process	-1002	2.58335921289781e-19	3	501	GO:0006082;GO:0019752;GO:0043436	2.50155283782271e-16	-514	2.44379802013835e-13	4	403	GO:0019752;GO:0043436;GO:0006082	4.37562035505772e-10
organonitrogen compound biosynthetic process	-489	0.000937887841982995	4	278	GO:1901566	0.01238438264073	-294	0.000174833259377062	2	318	GO:1901566	0.00857640961409944
organonitrogen compound catabolic process	-473	1.9623296662591e-05	2	509	GO:1901565	0.000606443370264116	-280	0.000437250588396987	2	306	GO:1901565	0.0156579435704961
organophosphate metabolic process	-365	5.80698671264617e-05	3	786	GO:1901135;GO:0019637	0.00147976284212606	-333	3.3558317793801e-05	2	300	GO:0019637	0.00279470548882794
peptidyl-lysine modification	836	0.00112867417277292	2	90	GO:0018205	0.0143568684202603	417	0.000602832947501752	2	126	GO:0018205	0.0201751849065773
polysaccharide metabolic process	-1198	0.000553915807303324	2	49	GO:0005976	0.00860494877120939	-501	0.00565086814369275	3	56	GO:0044264;GO:0005976	0.0853829486184124
protein folding	-1649	6.58007628483667e-12	3	103	GO:0006457	2.12390240082784e-09	-465	0.000410976106100906	2	107	GO:0006457	0.0151722209891479
protein N-linked glycosylation	-1255	0.000608886720194438	5	44	GO:0006487	0.00914731959192846	-904	2.34680060934801e-06	3	50	GO:0018279;GO:0006487;GO:0018196	0.000381995135548874
protein-DNA complex assembly	-1375	0.000569172176468795	5	37	GO:0006334;GO:0065004	0.00874838715683518	568	0.00591898055125575	2	43	GO:0006334;GO:0065004	0.087949665369489
protein-DNA complex subunit organization	-809	0.0134761834229005	2	55	GO:0034728;GO:0071824	0.0871900063330199	497	0.00484554399612267	4	59	GO:0034728;GO:0071824	0.0786274853149215
proteolysis	-567	4.87949167339008e-09	3	679	GO:0006508	5.66996932447927e-07	-316	2.14571373377464e-05	3	355	GO:0006508	0.00202205286332815
proteolysis involved in cellular protein catabolic process	-591	0.000914410588939941	5	189	GO:0006511;GO:0019941;GO:0043632;GO:0051603	0.0121295103236097	-324	0.00197354490188286	2	172	GO:0006511;GO:0019941;GO:0051603;GO:0043632	0.0455952535073711
pyruvate metabolic process	-1212	0.00817471195886561	3	28	GO:0006090	0.061204995465218	-604	0.00275809564463184	4	45	GO:0006096;GO:0006090;GO:0006757	0.0554873061990259
reactive oxygen species metabolic process	-1308	0.00104153432101535	3	37	GO:0072593	0.0135073982256678	-963	2.28797828788652e-07	3	53	GO:0072593	5.46216683261442e-05
regulation of immune response	667	0.0026380158333783	2	121	GO:0050776	0.0272615065603915	-268	0.00513577255389179	4	207	GO:0050776	0.0806631645416075
regulation of immune system process	468	0.00545083374787082	3	212	GO:0002682	0.0460017021958826	-208	0.0065976648179599	3	333	GO:0002682	0.0941284371040415
regulation of ossification	846	0.00383198355727374	4	69	GO:0030278	0.0350060133140887	-649	0.00450987334065426	4	35	GO:0030278	0.0765396039473124
response to endogenous stimulus	367	0.00204507956361104	2	437	GO:0009719	0.02250362171322	-230	0.00069728548188887	2	436	GO:0009725;GO:0009719	0.0222944581307504
RNA biosynthetic process	448	2.27306931402405e-07	2	873	GO:0006351;GO:0032774	1.53564333889299e-05	334	1.84205631114789e-06	3	404	GO:0032774;GO:0006351;GO:0097659	0.000347179139485294
RNA processing	-307	0.0150215659800307	5	386	GO:0006396	0.0936430239742257	651	9.64969486491431e-18	4	340	GO:0006396	3.45555573112581e-14
small molecule biosynthetic process	-600	0.000236045878677407	4	226	GO:0046394;GO:0016053;GO:0044283	0.00445268362050563	-475	1.14186569273433e-07	2	238	GO:0044283	3.14540080437049e-05
small molecule catabolic process	-1010	5.93556477737223e-07	3	146	GO:0046395;GO:0016054;GO:0044282	3.30533236499619e-05	-458	1.75096922770688e-05	2	165	GO:0044282	0.00179149165840524
sulfur compound biosynthetic process	-811	0.0034364430834064	4	77	GO:0044272	0.032783630927914	-598	0.000341811032557973	2	66	GO:0044272	0.0140692564090816
sulfur compound metabolic process	-937	2.67511360250645e-06	3	150	GO:0006790	0.000117745530534564	-444	4.97274384961206e-05	3	157	GO:0006790	0.00340428228422252
translational initiation	-1026	0.0021090985886065	3	53	GO:0006413	0.0231204958486863	395	0.00188783209008594	3	115	GO:0006413	0.0448090205521517
tricarboxylic acid cycle	-1500	0.000575113908298906	3	31	GO:0006099	0.00879318896635959	-1234	2.07322744844569e-06	2	27	GO:0006099	0.000358479341631765
