name	delta.rank.x	pval.x	level.x	nseqs.x	term.x	p.adj.x	delta.rank.y	pval.y	level.y	nseqs.y	term.y	p.adj.y
cell redox homeostasis	-1590	9.07669413147034e-06	2	46	GO:0045454	0.000329597455649017	-2571	1.06043429191753e-08	2	58	GO:0045454	4.60337245183687e-07
cell surface receptor signaling pathway	952	7.68273422123815e-29	4	900	GO:0007166	2.23183429126968e-25	1437	1.55105389605207e-46	4	1302	GO:0007166	5.25186849203231e-43
cell-cell adhesion	978	0.00183274589541233	3	60	GO:0098609	0.0205564742323275	1673	1.54136096766309e-06	2	97	GO:0007156;GO:0098609	4.04577382674979e-05
cell-cell recognition	-2123	0.00561365458191541	4	10	GO:0007339;GO:0035036;GO:0009988	0.0469961572347673	-2295	0.011945630282817	4	14	GO:0007339;GO:0035036;GO:0009988	0.061371345846811
cellular aldehyde metabolic process	-1676	0.0015463064492609	2	21	GO:0006081	0.0181129848189634	-2828	5.86431403436484e-06	2	30	GO:0006081	0.000128106885937802
cellular amide metabolic process	-1077	5.02592846802196e-05	2	84	GO:0043603	0.00129317062122288	-2121	2.33228355074098e-10	4	105	GO:0043603	1.43583856414708e-08
cellular amino acid biosynthetic process	-855	0.00034921947704046	4	104	GO:0008652;GO:1901607	0.0058640611607083	-1646	2.26863841357381e-08	3	136	GO:0008652	9.25495140766376e-07
cellular amino acid catabolic process	-1229	6.2931727210076e-06	3	80	GO:1901606;GO:0009063	0.000247049550736852	-1091	0.00225599287663647	2	92	GO:1901606;GO:0009063	0.017520164863053
cellular amino acid metabolic process	-998	5.63194281426883e-11	3	261	GO:0006520	1.48734489776827e-08	-1484	5.76634362555133e-15	5	332	GO:0006520	7.80993580644672e-13
cellular carbohydrate metabolic process	-845	0.00246047026397098	3	76	GO:0044262	0.0258038487972408	-1504	9.45916166957492e-06	2	102	GO:0044262	0.000184073111570004
cellular chemical homeostasis	579	0.0112829012326307	3	114	GO:0006873;GO:0055082;GO:0006875;GO:0030003	0.0774865912075465	1050	0.000122375756265684	3	158	GO:0006873;GO:0055082;GO:0006875;GO:0030003	0.00170520292475558
cellular component disassembly	-664	0.00643072945272845	2	100	GO:0022411	0.0514635511299618	-804	0.00712855522289028	3	132	GO:0022411	0.0428726251948605
cellular component morphogenesis	500	0.00134783883789856	3	249	GO:0032989	0.0163144659337305	666	0.000468030334990336	3	331	GO:0032989	0.00493521082070823
cellular component movement	556	1.84386723731745e-06	2	457	GO:0006928	8.57453734849089e-05	777	4.05049328542487e-08	2	613	GO:0006928	1.57430026137705e-06
cellular hormone metabolic process	-1235	0.00300469513728712	2	34	GO:0034754	0.029758158881979	-1726	0.000361983267895945	2	50	GO:0034754	0.00401847641940552
cellular lipid catabolic process	-820	0.0124070756075281	4	55	GO:0044242	0.0832391562121689	-1693	2.72820266297349e-05	4	72	GO:0044242	0.000461884710841412
cellular lipid metabolic process	-500	0.000212228014218394	2	335	GO:0044255	0.00413773410271433	-1013	6.25045926636098e-10	3	452	GO:0044255	3.64897501308591e-08
cellular macromolecular complex assembly	-539	0.000645253836684081	2	242	GO:0034622	0.00960511708131251	-1081	5.28269102796898e-08	2	303	GO:0034622	1.94425998051119e-06
cellular modified amino acid biosynthetic process	-1551	0.000102470510526678	5	37	GO:0042398	0.00238141466464	-2055	7.00327371773189e-06	2	56	GO:0042398	0.000145479047903314
cellular modified amino acid metabolic process	-1272	1.81590335623707e-07	6	100	GO:0006575	1.28663396338261e-05	-1536	2.48145292661427e-07	2	133	GO:0006575	7.7084400087302e-06
cellular polysaccharide metabolic process	-1180	0.00886483799781092	2	29	GO:0044264	0.064895581228426	-1444	0.00757339284996133	2	40	GO:0044264	0.0447530683943614
cellular response to amino acid stimulus	-1830	0.00649503930037775	2	13	GO:0071230	0.0518354098010917	-2369	0.00326092541953083	2	18	GO:0071230	0.023542630001133
cGMP metabolic process	2000	0.00426337982064719	2	12	GO:0046068	0.038108056550708	3139	2.56600276415575e-05	4	21	GO:0006182;GO:0046068	0.000436607304494039
chaperone-mediated protein folding	-2218	0.000254367850428424	6	16	GO:0061077	0.00467682661705425	-3060	0.000144742155043887	4	18	GO:0061077	0.00192951549991575
chloride transport	1210	0.00551252436168385	2	31	GO:0006821;GO:1902476	0.0464170529585263	1708	0.000414529906742287	2	50	GO:0006821;GO:1902476	0.00449905671196543
chromatin assembly or disassembly	-1790	0.00174587330494769	2	18	GO:0006333	0.0198538986497784	-2202	0.00200332626063495	5	23	GO:0006333	0.0158858611674706
chromosome segregation	-1698	1.28025840037882e-06	2	48	GO:0007059	6.41232871224219e-05	-2666	5.56989961942667e-09	3	56	GO:0007059	2.58351782347653e-07
cilium morphogenesis	831	0.00454331948352387	5	69	GO:0060271	0.0401165443757959	935	0.0123439242852759	3	84	GO:0060271	0.0626857711228759
circulatory system process	889	0.014053577911739	4	45	GO:0003013	0.089334012764993	1556	9.26770456281463e-05	3	74	GO:0003013	0.00137032522487731
cofactor metabolic process	-976	3.15770172609757e-06	3	136	GO:0006732;GO:0051186	0.000132943819048021	-1797	5.52134909834088e-12	3	174	GO:0006732;GO:0051186	4.79366360179031e-10
cognition	840	0.000943656835218297	5	92	GO:0007611;GO:0050890	0.0125236332592795	1000	0.000856754434699272	2	131	GO:0007611;GO:0050890	0.008084304578013
convergent extension	1586	0.000431779858523436	4	29	GO:0060026;GO:0060027;GO:2000050;GO:2000095	0.00685421032246219	2150	0.000106089108857868	4	38	GO:0060026;GO:0060027;GO:2000050;GO:2000095	0.00154170696391734
cyclic nucleotide metabolic process	1697	0.00175941633103746	3	20	GO:0009187	0.0198875659208709	2927	6.00931603867029e-07	6	34	GO:0009187	1.67564467732344e-05
cytosolic calcium ion homeostasis	1176	0.00539049427016392	3	33	GO:0051480;GO:0007204	0.0457876779380883	2592	2.05926735279512e-07	2	47	GO:0051480;GO:0007204	6.70449928515796e-06
defense response	484	0.000810928855453046	3	291	GO:0006952	0.0112715230865603	674	0.000103638071781496	3	400	GO:0006952	0.00151257978901787
detection of chemical stimulus	1100	0.013023245180803	2	30	GO:0009593	0.0854007387138436	1608	0.0020515604139899	2	43	GO:0009593	0.0161950067194814
detection of chemical stimulus involved in sensory perception	1669	0.00161278472591863	2	21	GO:0050907	0.0187405585151745	2558	3.10026125170312e-05	2	31	GO:0050907	0.000522262915336655
detection of mechanical stimulus	1648	4.95464056878353e-07	2	55	GO:0050982	2.82220212790513e-05	2559	7.68966465021816e-12	2	84	GO:0050982	6.35053768430212e-10
detection of stimulus	1232	1.16979866786033e-07	3	110	GO:0009581;GO:0009582;GO:0051606	8.94280297403752e-06	1804	4.51703064095032e-12	3	174	GO:0009581;GO:0009582;GO:0051606	4.02491203954152e-10
detection of stimulus involved in sensory perception	1522	0.000169323881653137	3	36	GO:0050906	0.00348855231349194	2280	4.90200440616747e-07	2	57	GO:0050906	1.41864845463958e-05
developmental cell growth	1284	0.0153167947652475	2	21	GO:0048588	0.0947945653925119	1761	0.00412925212025498	3	31	GO:0048588	0.0281320878856808
dicarboxylic acid metabolic process	-977	0.00240466815518481	5	57	GO:0043648	0.0256822095250436	-1718	0.000101542475639041	2	60	GO:0043648	0.0014884104870727
divalent inorganic cation homeostasis	998	0.000245916886199629	2	80	GO:0006874;GO:0055074;GO:0072503;GO:0072507	0.00455024556948995	1554	7.8459863471791e-07	2	119	GO:0006874;GO:0055074;GO:0072503;GO:0072507	2.14246046544745e-05
divalent inorganic cation transport	1278	2.67738876718249e-10	2	146	GO:0006816;GO:0070838;GO:0072511	5.55558169190367e-08	1921	1.02857504735753e-15	2	207	GO:0070838;GO:0072511;GO:0006816	1.65845481445362e-13
DNA conformation change	-703	0.00936134007773259	2	81	GO:0071103	0.0674870695474164	-919	0.00246300794828609	5	128	GO:0071103	0.0187954024918635
DNA integration	1131	4.26624927741799e-07	2	119	GO:0015074	2.47869083017985e-05	1413	3.93923860514105e-14	5	344	GO:0015074	4.94009700629911e-12
DNA replication checkpoint	-2381	0.00546583463149298	5	8	GO:0000076	0.0461577023386253	-3466	0.00233081701042765	2	9	GO:0000076	0.0180185990806119
DNA replication initiation	-1893	0.00348055429885045	2	14	GO:0006270	0.0330425171181718	-3894	1.99993369363457e-05	2	14	GO:0006270	0.000349060592095188
DNA unwinding involved in DNA replication	-2341	0.0105969255366222	5	7	GO:0006268	0.0741784787563554	-3236	0.00448148427527885	2	9	GO:0006268	0.0300481302100875
embryonic heart tube morphogenesis	1274	0.000373919613722547	5	46	GO:0001947;GO:0003143	0.00616428474737612	1319	0.00223561188462264	4	63	GO:0001947;GO:0003143	0.017401797336396
embryonic morphogenesis	575	0.000325601670125915	2	236	GO:0048598	0.00563019554592728	888	4.05347975529107e-06	2	323	GO:0048598	9.25698824049588e-05
enzyme linked receptor protein signaling pathway	643	2.32234304931737e-05	2	262	GO:0007167;GO:0007169	0.000681455207905753	880	2.00896123461068e-06	2	350	GO:0007167;GO:0007169	5.0387724002902e-05
ephrin receptor signaling pathway	1632	0.0152573710731767	2	13	GO:0048013	0.0947175109100331	2034	0.00946250084938488	4	19	GO:0048013	0.0523529867255183
ER-associated ubiquitin-dependent protein catabolic process	-1280	0.0133310817499734	2	22	GO:0030433	0.0866291866616679	-2285	0.00105383445803074	4	24	GO:0030433	0.0096072076263364
establishment of protein localization	-344	0.000844845047929969	2	593	GO:0045184;GO:0015031	0.0115767682275309	-689	1.04973757958069e-07	2	741	GO:0045184;GO:0015031	3.62695045353083e-06
establishment of spindle localization	1449	0.00618625567644502	2	21	GO:0051293	0.0504805414046988	2509	0.000323321190323224	2	24	GO:0051293	0.00363709485194165
establishment or maintenance of cell polarity	865	0.0027338424554088	2	71	GO:0007163	0.0281624550814275	1283	0.000284877029886214	3	94	GO:0007163	0.00329887829504032
execution phase of apoptosis	2069	0.00095353711041754	2	15	GO:0097194	0.0125910241171043	2559	0.000809488745536538	2	20	GO:0097194	0.00774273698414327
fatty acid metabolic process	-713	0.000657975318134661	2	136	GO:0006631	0.00960511708131251	-1275	3.51790073911172e-07	3	189	GO:0006631	1.06353677702074e-05
formation of translation preinitiation complex	-2392	0.000133474472101608	4	15	GO:0001731	0.00289360702578486	-3231	0.00025006251902465	2	15	GO:0001731	0.00296053038257855
G-protein coupled receptor signaling pathway	1235	2.31653120749152e-19	2	324	GO:0007186	2.54577548491522e-16	2065	1.10388234955789e-43	2	551	GO:0007186	1.86887281780151e-40
glucose metabolic process	-1170	0.000664758072229063	2	50	GO:0006006	0.00965561099912714	-1752	6.38715920050971e-05	3	61	GO:0006006	0.00096548754700562
glutathione metabolic process	-1500	0.00107165129543936	2	28	GO:0006749	0.0137143040231337	-2013	0.000717116689944314	3	33	GO:0006749	0.00701779512182499
glycosyl compound biosynthetic process	-811	0.0118154506595751	2	57	GO:0046129;GO:0042451;GO:0042455;GO:0009163;GO:1901659	0.0800090540001531	-1910	2.62141687776068e-06	2	71	GO:0046129;GO:0042451;GO:0042455;GO:0009163;GO:1901659	6.3400839629269e-05
heart development	956	0.000195378199261411	2	90	GO:0007507	0.00394148381148888	1335	1.37957519301845e-05	2	125	GO:0007507	0.000257864223658977
heart valve morphogenesis	2043	0.0114487301696144	2	9	GO:0003179	0.078171342948982	2467	0.00689976103477785	3	14	GO:0003179	0.0420190483161111
hydrogen transport	-1155	0.000208338425501353	2	61	GO:0006818;GO:1902600;GO:0015992	0.00412311321319775	-2571	1.06530072713374e-09	2	66	GO:0006818;GO:1902600;GO:0015992	6.11374281707601e-08
immune effector process	680	0.00624474389930442	2	96	GO:0002252	0.0506731313616741	720	0.0118817007337999	2	144	GO:0002252	0.0611631407541578
immune response	700	2.23244103656359e-05	2	221	GO:0006955;GO:0045087	0.000661759307267064	820	4.88999016575889e-05	2	293	GO:0006955;GO:0045087	0.000756050534304091
immune response-regulating signaling pathway	933	0.00065686082238556	2	79	GO:0002253;GO:0002757;GO:0002764	0.00960511708131251	1245	0.000568440520067408	2	90	GO:0002757;GO:0002764	0.00572839166948882
inorganic anion transport	1130	0.0022760754699007	2	43	GO:0015698	0.024488886074302	1116	0.00601917196181552	3	71	GO:0015698	0.0379532891298088
interleukin-1-mediated signaling pathway	3445	0.00147838535683628	3	5	GO:0070498	0.0173874876988235	3781	0.0033987326187365	4	7	GO:0070498	0.0241766988383231
intracellular protein transport	-395	0.0111755436663158	2	249	GO:0006886	0.0769311714470318	-767	0.000110173940693866	2	304	GO:0006886	0.00157404625818325
intracellular signal transduction	461	3.11706386667011e-05	2	509	GO:0035556	0.000887752013007517	692	4.52789536481966e-07	3	657	GO:0035556	1.32167704355857e-05
ion homeostasis	568	0.00314270322925089	2	162	GO:0050801;GO:0055065;GO:0055080	0.0304318429365795	667	0.00445672164454987	4	216	GO:0050801;GO:0055065;GO:0055080	0.0299413878739005
ion transmembrane transport	968	5.77355857800336e-14	2	370	GO:0034220	3.35443753381995e-11	1435	1.30571596020014e-21	3	541	GO:0034220	1.10528856030942e-18
kidney development	849	0.0030640405606638	2	72	GO:0001822	0.0297693572867169	1257	0.000466414893851212	2	91	GO:0001822	0.00493521082070823
L-serine biosynthetic process	-3102	0.00172068741414209	2	6	GO:0006564	0.0196795155042629	-5080	0.000268639876522048	6	6	GO:0006564	0.00314077244164898
leukocyte mediated immunity	1851	0.00591211024523182	2	13	GO:0002443	0.0487917052909046	2401	0.00648311403067644	2	15	GO:0002443	0.0402048060583707
lipid metabolic process	-289	0.0105084145124003	2	490	GO:0006629	0.073808673131065	-821	2.0045167454401e-09	2	658	GO:0006629	1.0605146406344e-07
locomotion	654	7.5129094780787e-06	1	285	GO:0040011	0.00028717107939235	716	3.78699493147392e-05	1	399	GO:0040011	0.000619457238549309
locomotory behavior	1108	0.000646570090903215	3	56	GO:0007626	0.00960511708131251	1298	0.000517088493636068	3	84	GO:0007626	0.00532176790106908
lung development	1083	0.00248866515649094	2	46	GO:0030324	0.0260056556820366	1211	0.00656864749735873	2	59	GO:0030324	0.0405126419418154
lymphocyte mediated immunity	2009	0.0129180490466382	4	9	GO:0002449	0.0850505264174131	2495	0.0208777918544322	3	10	GO:0002449	0.0927719202350491
maintenance of organ identity	1454	0.000269370882766677	7	37	GO:0071910;GO:0060993;GO:0003283;GO:0035469;GO:0071907;GO:0048496;GO:0071908;GO:0071909;GO:0072189	0.00489076509023248	2783	8.24679311058303e-06	3	30	GO:0048496	0.000165228647765883
mature B cell differentiation	2399	0.0017496034610476	3	10	GO:0002335	0.0198538986497784	2717	0.0118858082150726	7	10	GO:0002335	0.0611631407541578
mechanosensory behavior	2402	0.00507157587078368	3	8	GO:0007638	0.0435885440965284	2797	0.00960755868943841	3	10	GO:0007638	0.0527977062245191
meiotic nuclear division	-1656	5.49746133408772e-07	5	54	GO:0007126	3.01323116519336e-05	-1873	4.07351224995241e-06	2	71	GO:0007126	9.25698824049588e-05
membrane depolarization	1254	0.00167785111030311	2	37	GO:0051899	0.0192654445669191	1634	0.00105548766597671	2	47	GO:0051899	0.0096072076263364
membrane depolarization during action potential	2009	0.00409505059047899	2	12	GO:0086010	0.0367164258189551	2683	0.00168279534368963	4	16	GO:0086010	0.0139628080959763
metal ion transport	1059	7.39946257480954e-14	3	304	GO:0030001	3.58257312997029e-11	1495	1.67239425003725e-19	2	442	GO:0030001	5.66272693062613e-17
microtubule-based movement	630	0.00142770802674246	2	153	GO:0007018	0.0168597228361254	661	0.00792295436353338	3	191	GO:0007018	0.0461998610143921
mitochondrial transport	-1004	0.0131026150946647	3	36	GO:0006839	0.0857276956081102	-2114	4.14032250619555e-05	2	44	GO:0006839	0.000664413839145883
mitotic cell cycle	-1194	6.11888230497601e-06	3	85	GO:0000278	0.000244597535477965	-1812	3.99426545477588e-08	4	108	GO:0000278	1.57430026137705e-06
modification of morphology or physiology of other organism	-1374	0.000208639463800368	2	43	GO:0035821	0.00412311321319775	-1137	0.0083708144403836	2	63	GO:0035821	0.0475161358915563
monocarboxylic acid catabolic process	-1056	0.00659956567545391	2	39	GO:0009062;GO:0072329	0.051983118117108	-1963	4.17803866507066e-05	2	51	GO:0009062;GO:0072329	0.000667303722638172
monocarboxylic acid metabolic process	-938	1.4354949850675e-08	5	220	GO:0032787	1.43796997642106e-06	-1342	1.55377602799711e-11	6	302	GO:0032787	1.22350828623214e-09
monosaccharide metabolic process	-1364	1.76400773992545e-07	2	87	GO:0005996;GO:0019318	1.28111062112086e-05	-1996	1.74447334154388e-09	3	107	GO:0005996;GO:0019318	9.37585195947235e-08
monovalent inorganic cation transport	551	0.00137193368105723	3	203	GO:0015672	0.0164071087268504	672	0.000857136840964757	3	294	GO:0015672	0.008084304578013
morphogenesis of a branching structure	1235	0.000375586368428769	4	49	GO:0048754;GO:0061138;GO:0001763	0.00616428474737612	2102	2.31117092667616e-07	4	71	GO:0048754;GO:0061138;GO:0001763	7.24594884974581e-06
morphogenesis of an epithelial sheet	2204	0.000431717221854678	3	15	GO:0002011	0.00685421032246219	2872	0.000171131332369832	4	20	GO:0002011	0.00220159919354759
mRNA splice site selection	1806	0.0134734857390576	4	11	GO:0006376	0.0869788357154718	2619	0.00790815340433501	2	12	GO:0006376	0.0461998610143921
multi-organism cellular process	-712	0.000347804861135716	2	151	GO:0016032;GO:0044403;GO:0044764;GO:0044419	0.0058640611607083	-1051	8.04164934096584e-06	2	214	GO:0044419;GO:0016032;GO:0044403;GO:0044764	0.000162182216835963
multicellular organismal development	526	3.12514774433103e-07	2	597	GO:0007275	1.93160727601737e-05	974	2.31822535535924e-15	2	830	GO:0007275	3.41283089271582e-13
multicellular organismal response to stress	1419	0.00734188175875814	3	21	GO:0033555	0.0564237209237894	2469	1.47759381536292e-05	2	36	GO:0033555	0.000268985626818218
muscle system process	943	0.0108687685719176	4	43	GO:0003012;GO:0006936	0.0755353413909584	1666	0.000269096636761477	3	56	GO:0003012;GO:0006936	0.00314077244164898
muscle tissue development	895	0.0124358987191107	2	46	GO:0014706;GO:0060537	0.0832402898134023	1553	0.000228742624927687	4	66	GO:0014706;GO:0060537	0.00275307560330572
NAD metabolic process	-2327	0.00661305591806975	7	8	GO:0019674	0.051983118117108	-3801	0.00043363227709929	2	10	GO:0019674	0.00465297851409533
NADP metabolic process	-1951	0.00128847686882459	7	16	GO:0006739	0.0159277672507891	-2993	0.000134671770215964	2	19	GO:0006739	0.00183341723417578
ncRNA metabolic process	-406	0.0129170223662387	5	226	GO:0034660	0.0850505264174131	-1058	2.14700466313275e-07	2	287	GO:0034660	6.85826206544103e-06
negative regulation of angiogenesis	1453	0.0135264794459246	3	17	GO:0016525	0.0870607891920405	2112	0.00200106407490362	2	25	GO:0016525	0.0158858611674706
negative regulation of biosynthetic process	470	7.33507452190702e-05	6	441	GO:0010629;GO:2000113;GO:0010558;GO:0031327;GO:0009890	0.00180579588865592	517	0.000465290916911194	2	562	GO:0009890;GO:0010558;GO:0010629;GO:0031327;GO:2000113	0.00493521082070823
negative regulation of cellular response to growth factor stimulus	-1365	0.00346382011673216	2	27	GO:0090288	0.0330425171181718	-1521	0.010602460618738	3	33	GO:0030512;GO:0090288	0.056269485352738
negative regulation of coagulation	-1845	0.000916693876923818	2	19	GO:0030195;GO:0050819;GO:1900047;GO:0042730	0.0123286838539986	-2778	0.000137290436872177	2	22	GO:0030195;GO:0050819;GO:1900047;GO:0042730	0.00185946167699677
negative regulation of cytokine production	1365	0.00123936403994059	2	33	GO:0001818	0.0153861219488351	1795	0.000206909255680547	2	50	GO:0001818	0.00254761723539757
