AIPGENE22355	Cytoskeleton
AIPGENE10300	Carbohydrate transport and metabolism
AIPGENE25719	Cytoskeleton
AIPGENE25854	Carbohydrate transport and metabolism
AIPGENE15984	Amino acid transport and metabolism
AIPGENE16583	Lipid transport and metabolism
AIPGENE15705	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE4570	Posttranslational modification, protein turnover, chaperones
AIPGENE17244	Amino acid transport and metabolism
AIPGENE1	Cell wall/membrane/envelope biogenesis
AIPGENE16527	Energy production and conversion
AIPGENE12262	Carbohydrate transport and metabolism
AIPGENE28181	
AIPGENE15521	Lipid transport and metabolism
AIPGENE8100	Transcription
AIPGENE8600	Cell cycle control, cell division, chromosome partitioning
AIPGENE8537	Signal transduction mechanisms
AIPGENE18528	Cell cycle control, cell division, chromosome partitioning
AIPGENE23379	Intracellular trafficking, secretion, and vesicular transport
AIPGENE20059	
AIPGENE1517	
AIPGENE8941	Transcription
AIPGENE28725	
AIPGENE16716	Replication, recombination and repair
AIPGENE2808	Posttranslational modification, protein turnover, chaperones
AIPGENE1973	Chromatin structure and dynamics
AIPGENE25154	RNA processing and modification
AIPGENE19741	
AIPGENE9842	Carbohydrate transport and metabolism
AIPGENE14065	
AIPGENE12303	Posttranslational modification, protein turnover, chaperones
AIPGENE11707	Signal transduction mechanisms
AIPGENE4405	
AIPGENE21236	Posttranslational modification, protein turnover, chaperones
AIPGENE19096	Intracellular trafficking, secretion, and vesicular transport
AIPGENE23225	Posttranslational modification, protein turnover, chaperones
AIPGENE19986	Amino acid transport and metabolism
AIPGENE20	Translation, ribosomal structure and biogenesis
AIPGENE9808	Amino acid transport and metabolism
AIPGENE14328	Signal transduction mechanisms
AIPGENE14328	Intracellular trafficking, secretion, and vesicular transport
AIPGENE15741	Translation, ribosomal structure and biogenesis
AIPGENE20046	Energy production and conversion
AIPGENE26367	Transcription
AIPGENE16278	Amino acid transport and metabolism
AIPGENE16278	Inorganic ion transport and metabolism
AIPGENE16278	Signal transduction mechanisms
AIPGENE25968	Nucleotide transport and metabolism
AIPGENE23983	
AIPGENE21732	Translation, ribosomal structure and biogenesis
AIPGENE17107	Intracellular trafficking, secretion, and vesicular transport
AIPGENE7247	Lipid transport and metabolism
AIPGENE413	Nucleotide transport and metabolism
AIPGENE21649	Signal transduction mechanisms
AIPGENE28667	Intracellular trafficking, secretion, and vesicular transport
AIPGENE16037	RNA processing and modification
AIPGENE7634	Intracellular trafficking, secretion, and vesicular transport
AIPGENE7634	Nuclear structure
AIPGENE8754	Posttranslational modification, protein turnover, chaperones
AIPGENE2522	Cell wall/membrane/envelope biogenesis
AIPGENE11754	Replication, recombination and repair
AIPGENE17102	Cytoskeleton
AIPGENE10083	Posttranslational modification, protein turnover, chaperones
AIPGENE5922	Transcription
AIPGENE17022	Amino acid transport and metabolism
AIPGENE10787	Carbohydrate transport and metabolism
AIPGENE7777	Intracellular trafficking, secretion, and vesicular transport
AIPGENE24839	Signal transduction mechanisms
AIPGENE2583	Nucleotide transport and metabolism
AIPGENE19232	Transcription
AIPGENE20976	Coenzyme transport and metabolism
AIPGENE710	Replication, recombination and repair
AIPGENE25436	Chromatin structure and dynamics
AIPGENE25436	Transcription
AIPGENE7087	Posttranslational modification, protein turnover, chaperones
AIPGENE7087	Inorganic ion transport and metabolism
AIPGENE23810	Cytoskeleton
AIPGENE13227	Replication, recombination and repair
AIPGENE13603	Cell cycle control, cell division, chromosome partitioning
AIPGENE23727	
AIPGENE28212	Amino acid transport and metabolism
AIPGENE26289	Amino acid transport and metabolism
AIPGENE16273	Signal transduction mechanisms
AIPGENE24139	Posttranslational modification, protein turnover, chaperones
AIPGENE20237	Signal transduction mechanisms
AIPGENE11500	Posttranslational modification, protein turnover, chaperones
AIPGENE11500	Signal transduction mechanisms
AIPGENE542	Cell cycle control, cell division, chromosome partitioning
AIPGENE542	Replication, recombination and repair
AIPGENE10161	Lipid transport and metabolism
AIPGENE10161	Translation, ribosomal structure and biogenesis
AIPGENE10161	Signal transduction mechanisms
AIPGENE13787	Defense mechanisms
AIPGENE13245	Chromatin structure and dynamics
AIPGENE9255	Posttranslational modification, protein turnover, chaperones
AIPGENE5337	Carbohydrate transport and metabolism
AIPGENE7123	Replication, recombination and repair
AIPGENE13772	Signal transduction mechanisms
AIPGENE170	Transcription
AIPGENE2116	Signal transduction mechanisms
AIPGENE24471	Posttranslational modification, protein turnover, chaperones
AIPGENE23247	Inorganic ion transport and metabolism
AIPGENE23247	Signal transduction mechanisms
AIPGENE9117	
AIPGENE8298	Lipid transport and metabolism
AIPGENE6218	Transcription
AIPGENE27403	Signal transduction mechanisms
AIPGENE25888	Posttranslational modification, protein turnover, chaperones
AIPGENE18562	Transcription
AIPGENE10334	
AIPGENE18595	Posttranslational modification, protein turnover, chaperones
AIPGENE6997	Signal transduction mechanisms
AIPGENE11615	Signal transduction mechanisms
AIPGENE207	Intracellular trafficking, secretion, and vesicular transport
AIPGENE18527	
AIPGENE48	RNA processing and modification
AIPGENE12692	Cytoskeleton
AIPGENE28029	Carbohydrate transport and metabolism
AIPGENE27415	Signal transduction mechanisms
AIPGENE19897	Intracellular trafficking, secretion, and vesicular transport
AIPGENE26720	Amino acid transport and metabolism
AIPGENE26720	Carbohydrate transport and metabolism
AIPGENE27398	Carbohydrate transport and metabolism
AIPGENE25707	Lipid transport and metabolism
AIPGENE25707	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE9955	Transcription
AIPGENE9955	Replication, recombination and repair
AIPGENE9955	Signal transduction mechanisms
AIPGENE18577	Lipid transport and metabolism
AIPGENE20096	Posttranslational modification, protein turnover, chaperones
AIPGENE11654	Transcription
AIPGENE19869	Replication, recombination and repair
AIPGENE9904	RNA processing and modification
AIPGENE16245	Transcription
AIPGENE16474	Amino acid transport and metabolism
AIPGENE788	Posttranslational modification, protein turnover, chaperones
AIPGENE28811	Signal transduction mechanisms
AIPGENE10751	Transcription
AIPGENE11251	
AIPGENE7891	Posttranslational modification, protein turnover, chaperones
AIPGENE8634	Replication, recombination and repair
AIPGENE25235	Energy production and conversion
AIPGENE25235	Coenzyme transport and metabolism
AIPGENE1843	Posttranslational modification, protein turnover, chaperones
AIPGENE15515	Signal transduction mechanisms
AIPGENE18185	Replication, recombination and repair
AIPGENE16925	Carbohydrate transport and metabolism
AIPGENE21402	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE7894	Posttranslational modification, protein turnover, chaperones
AIPGENE4640	Amino acid transport and metabolism
AIPGENE26045	Posttranslational modification, protein turnover, chaperones
AIPGENE10544	Posttranslational modification, protein turnover, chaperones
AIPGENE28785	Replication, recombination and repair
AIPGENE9323	Transcription
AIPGENE22409	
AIPGENE18362	Carbohydrate transport and metabolism
AIPGENE10713	Cell cycle control, cell division, chromosome partitioning
AIPGENE10713	Posttranslational modification, protein turnover, chaperones
AIPGENE5748	Translation, ribosomal structure and biogenesis
AIPGENE19818	Intracellular trafficking, secretion, and vesicular transport
AIPGENE24367	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE872	Energy production and conversion
AIPGENE15014	Energy production and conversion
AIPGENE17219	Posttranslational modification, protein turnover, chaperones
AIPGENE8801	Replication, recombination and repair
AIPGENE25991	Intracellular trafficking, secretion, and vesicular transport
AIPGENE25991	Nuclear structure
AIPGENE89	
AIPGENE25417	Transcription
AIPGENE25417	Replication, recombination and repair
AIPGENE25417	Signal transduction mechanisms
AIPGENE8058	RNA processing and modification
AIPGENE10026	Lipid transport and metabolism
AIPGENE18007	Intracellular trafficking, secretion, and vesicular transport
AIPGENE12206	Amino acid transport and metabolism
AIPGENE12229	
AIPGENE18491	Signal transduction mechanisms
AIPGENE27770	Chromatin structure and dynamics
AIPGENE11916	Lipid transport and metabolism
AIPGENE11916	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE22289	
AIPGENE1675	Replication, recombination and repair
AIPGENE649	Carbohydrate transport and metabolism
AIPGENE1318	Carbohydrate transport and metabolism
AIPGENE13383	
AIPGENE19145	Replication, recombination and repair
AIPGENE16804	
AIPGENE13038	Energy production and conversion
AIPGENE13038	Posttranslational modification, protein turnover, chaperones
AIPGENE10597	Inorganic ion transport and metabolism
AIPGENE9286	Nucleotide transport and metabolism
AIPGENE2673	Coenzyme transport and metabolism
AIPGENE412	Intracellular trafficking, secretion, and vesicular transport
AIPGENE6239	Transcription
AIPGENE9293	Signal transduction mechanisms
AIPGENE18421	Intracellular trafficking, secretion, and vesicular transport
AIPGENE18898	Replication, recombination and repair
AIPGENE2893	Chromatin structure and dynamics
AIPGENE2062	Posttranslational modification, protein turnover, chaperones
AIPGENE15242	
AIPGENE2886	Translation, ribosomal structure and biogenesis
AIPGENE13593	Signal transduction mechanisms
AIPGENE2543	Chromatin structure and dynamics
AIPGENE2543	Cell cycle control, cell division, chromosome partitioning
AIPGENE2543	Signal transduction mechanisms
AIPGENE5650	Signal transduction mechanisms
AIPGENE5224	Posttranslational modification, protein turnover, chaperones
AIPGENE20661	Coenzyme transport and metabolism
AIPGENE12909	Translation, ribosomal structure and biogenesis
AIPGENE24920	Replication, recombination and repair
AIPGENE24022	Intracellular trafficking, secretion, and vesicular transport
AIPGENE10885	Intracellular trafficking, secretion, and vesicular transport
AIPGENE17684	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE3969	Signal transduction mechanisms
AIPGENE20951	Signal transduction mechanisms
AIPGENE29114	Amino acid transport and metabolism
AIPGENE25273	Posttranslational modification, protein turnover, chaperones
AIPGENE22561	Posttranslational modification, protein turnover, chaperones
AIPGENE2505	Signal transduction mechanisms
AIPGENE2505	Cytoskeleton
AIPGENE13571	Intracellular trafficking, secretion, and vesicular transport
AIPGENE22248	Inorganic ion transport and metabolism
AIPGENE2936	Signal transduction mechanisms
AIPGENE23665	Posttranslational modification, protein turnover, chaperones
AIPGENE1289	Amino acid transport and metabolism
AIPGENE8280	Transcription
AIPGENE21044	Transcription
AIPGENE6113	Carbohydrate transport and metabolism
AIPGENE841	Signal transduction mechanisms
AIPGENE16149	Intracellular trafficking, secretion, and vesicular transport
AIPGENE1751	Amino acid transport and metabolism
AIPGENE8510	Replication, recombination and repair
AIPGENE19121	
AIPGENE474	Posttranslational modification, protein turnover, chaperones
AIPGENE13641	Transcription
AIPGENE27335	Signal transduction mechanisms
AIPGENE25287	Transcription
AIPGENE9497	Signal transduction mechanisms
AIPGENE9497	Intracellular trafficking, secretion, and vesicular transport
AIPGENE2953	Signal transduction mechanisms
AIPGENE6085	RNA processing and modification
AIPGENE18609	Transcription
AIPGENE6715	Posttranslational modification, protein turnover, chaperones
AIPGENE8745	Transcription
AIPGENE17568	Cell wall/membrane/envelope biogenesis
AIPGENE13342	Signal transduction mechanisms
AIPGENE7910	Intracellular trafficking, secretion, and vesicular transport
AIPGENE7910	Cytoskeleton
AIPGENE23151	
AIPGENE14016	Carbohydrate transport and metabolism
AIPGENE5632	Posttranslational modification, protein turnover, chaperones
AIPGENE10681	Replication, recombination and repair
AIPGENE11475	Carbohydrate transport and metabolism
AIPGENE23699	Posttranslational modification, protein turnover, chaperones
AIPGENE17541	Posttranslational modification, protein turnover, chaperones
AIPGENE19488	Posttranslational modification, protein turnover, chaperones
AIPGENE8889	Posttranslational modification, protein turnover, chaperones
AIPGENE28377	Signal transduction mechanisms
AIPGENE10451	Signal transduction mechanisms
AIPGENE4276	Nucleotide transport and metabolism
AIPGENE17792	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE28839	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE9563	
AIPGENE10671	Amino acid transport and metabolism
AIPGENE18994	Posttranslational modification, protein turnover, chaperones
AIPGENE14909	Amino acid transport and metabolism
AIPGENE1655	
AIPGENE26920	Cytoskeleton
AIPGENE25440	Replication, recombination and repair
AIPGENE17516	Chromatin structure and dynamics
AIPGENE21261	Posttranslational modification, protein turnover, chaperones
AIPGENE16110	Intracellular trafficking, secretion, and vesicular transport
AIPGENE15814	Cell wall/membrane/envelope biogenesis
AIPGENE26626	Signal transduction mechanisms
AIPGENE9924	Replication, recombination and repair
AIPGENE1125	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE2806	
AIPGENE7922	Replication, recombination and repair
AIPGENE17535	Amino acid transport and metabolism
AIPGENE23240	Energy production and conversion
AIPGENE3880	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE10498	Signal transduction mechanisms
AIPGENE5159	Replication, recombination and repair
AIPGENE25491	Carbohydrate transport and metabolism
AIPGENE8352	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE26096	Posttranslational modification, protein turnover, chaperones
AIPGENE16262	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE19748	Translation, ribosomal structure and biogenesis
AIPGENE5417	Signal transduction mechanisms
AIPGENE23825	Signal transduction mechanisms
AIPGENE8181	Translation, ribosomal structure and biogenesis
AIPGENE20694	Posttranslational modification, protein turnover, chaperones
AIPGENE5299	
AIPGENE3780	Transcription
AIPGENE26727	Cytoskeleton
AIPGENE24761	Signal transduction mechanisms
AIPGENE8992	
AIPGENE18343	Signal transduction mechanisms
AIPGENE26083	
AIPGENE16544	Posttranslational modification, protein turnover, chaperones
AIPGENE27188	Posttranslational modification, protein turnover, chaperones
AIPGENE10135	Coenzyme transport and metabolism
AIPGENE2979	Amino acid transport and metabolism
AIPGENE2961	Cell cycle control, cell division, chromosome partitioning
AIPGENE2961	Signal transduction mechanisms
AIPGENE2961	Cytoskeleton
AIPGENE19045	Posttranslational modification, protein turnover, chaperones
AIPGENE11215	Intracellular trafficking, secretion, and vesicular transport
AIPGENE23066	Lipid transport and metabolism
AIPGENE23066	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE735	
AIPGENE24710	Carbohydrate transport and metabolism
AIPGENE20584	Signal transduction mechanisms
AIPGENE15332	Energy production and conversion
AIPGENE15332	Coenzyme transport and metabolism
AIPGENE28111	Transcription
AIPGENE1271	Posttranslational modification, protein turnover, chaperones
AIPGENE6921	Translation, ribosomal structure and biogenesis
AIPGENE26829	Cytoskeleton
AIPGENE9713	Signal transduction mechanisms
AIPGENE21771	Transcription
AIPGENE10048	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE15337	Signal transduction mechanisms
AIPGENE21409	Inorganic ion transport and metabolism
AIPGENE14613	Transcription
AIPGENE1710	Signal transduction mechanisms
AIPGENE9710	Intracellular trafficking, secretion, and vesicular transport
AIPGENE25359	
AIPGENE26020	
AIPGENE14653	Posttranslational modification, protein turnover, chaperones
AIPGENE5476	
AIPGENE12371	Coenzyme transport and metabolism
AIPGENE4132	Replication, recombination and repair
AIPGENE1118	Cytoskeleton
AIPGENE16019	Signal transduction mechanisms
AIPGENE5152	Cell cycle control, cell division, chromosome partitioning
AIPGENE7732	
AIPGENE5564	Cytoskeleton
AIPGENE5561	RNA processing and modification
AIPGENE4191	Posttranslational modification, protein turnover, chaperones
AIPGENE457	Lipid transport and metabolism
AIPGENE22886	Chromatin structure and dynamics
AIPGENE16941	Translation, ribosomal structure and biogenesis
AIPGENE2497	Intracellular trafficking, secretion, and vesicular transport
AIPGENE16523	Lipid transport and metabolism
AIPGENE25630	Cytoskeleton
AIPGENE3687	Chromatin structure and dynamics
AIPGENE3687	Signal transduction mechanisms
AIPGENE19539	Signal transduction mechanisms
AIPGENE12862	Amino acid transport and metabolism
AIPGENE12591	Cytoskeleton
AIPGENE2824	Posttranslational modification, protein turnover, chaperones
AIPGENE4597	Transcription
AIPGENE11823	Carbohydrate transport and metabolism
AIPGENE18193	Translation, ribosomal structure and biogenesis
AIPGENE14583	RNA processing and modification
AIPGENE3208	Transcription
AIPGENE15505	Lipid transport and metabolism
AIPGENE8976	Signal transduction mechanisms
AIPGENE29139	Signal transduction mechanisms
AIPGENE25565	Lipid transport and metabolism
AIPGENE2312	Signal transduction mechanisms
AIPGENE15407	Transcription
AIPGENE16796	
AIPGENE17062	Carbohydrate transport and metabolism
AIPGENE15067	Cell wall/membrane/envelope biogenesis
AIPGENE3761	
AIPGENE883	Intracellular trafficking, secretion, and vesicular transport
AIPGENE17920	Intracellular trafficking, secretion, and vesicular transport
AIPGENE17069	Carbohydrate transport and metabolism
AIPGENE18911	Carbohydrate transport and metabolism
AIPGENE18911	Cell wall/membrane/envelope biogenesis
AIPGENE6058	Inorganic ion transport and metabolism
AIPGENE21627	Inorganic ion transport and metabolism
AIPGENE21627	Signal transduction mechanisms
AIPGENE17726	RNA processing and modification
AIPGENE19663	Posttranslational modification, protein turnover, chaperones
AIPGENE28984	Carbohydrate transport and metabolism
AIPGENE25057	Carbohydrate transport and metabolism
AIPGENE25161	RNA processing and modification
AIPGENE3618	Signal transduction mechanisms
AIPGENE3275	Signal transduction mechanisms
AIPGENE20290	Lipid transport and metabolism
AIPGENE8330	Carbohydrate transport and metabolism
AIPGENE5976	Translation, ribosomal structure and biogenesis
AIPGENE2380	Extracellular structures
AIPGENE24036	Posttranslational modification, protein turnover, chaperones
AIPGENE24036	Signal transduction mechanisms
AIPGENE20373	Signal transduction mechanisms
AIPGENE17868	Inorganic ion transport and metabolism
AIPGENE3549	Transcription
AIPGENE5410	Energy production and conversion
AIPGENE25889	Translation, ribosomal structure and biogenesis
AIPGENE18038	Signal transduction mechanisms
AIPGENE28677	RNA processing and modification
AIPGENE19517	Signal transduction mechanisms
AIPGENE7527	Signal transduction mechanisms
AIPGENE11523	Transcription
AIPGENE28945	Posttranslational modification, protein turnover, chaperones
AIPGENE8912	Signal transduction mechanisms
AIPGENE17788	Lipid transport and metabolism
AIPGENE17788	Signal transduction mechanisms
AIPGENE28060	Posttranslational modification, protein turnover, chaperones
AIPGENE18552	Carbohydrate transport and metabolism
AIPGENE9722	Inorganic ion transport and metabolism
AIPGENE21899	Posttranslational modification, protein turnover, chaperones
AIPGENE7049	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE28980	Carbohydrate transport and metabolism
AIPGENE17237	Chromatin structure and dynamics
AIPGENE17237	Signal transduction mechanisms
AIPGENE24223	Signal transduction mechanisms
AIPGENE23047	Replication, recombination and repair
AIPGENE15559	
AIPGENE29236	Cytoskeleton
AIPGENE12196	Inorganic ion transport and metabolism
AIPGENE2307	Signal transduction mechanisms
AIPGENE22697	Inorganic ion transport and metabolism
AIPGENE22697	Signal transduction mechanisms
AIPGENE2706	Inorganic ion transport and metabolism
AIPGENE6609	Cell cycle control, cell division, chromosome partitioning
AIPGENE9200	Replication, recombination and repair
AIPGENE20162	Transcription
AIPGENE27004	Signal transduction mechanisms
AIPGENE19575	Cell cycle control, cell division, chromosome partitioning
AIPGENE2133	Signal transduction mechanisms
AIPGENE26380	
AIPGENE28255	Replication, recombination and repair
AIPGENE4722	Energy production and conversion
AIPGENE13894	Intracellular trafficking, secretion, and vesicular transport
AIPGENE24819	Replication, recombination and repair
AIPGENE4662	Intracellular trafficking, secretion, and vesicular transport
AIPGENE6033	Intracellular trafficking, secretion, and vesicular transport
AIPGENE15892	Posttranslational modification, protein turnover, chaperones
AIPGENE15356	Signal transduction mechanisms
AIPGENE1083	
AIPGENE28262	Cell cycle control, cell division, chromosome partitioning
AIPGENE27759	
AIPGENE6137	Transcription
AIPGENE1792	Carbohydrate transport and metabolism
AIPGENE25063	RNA processing and modification
AIPGENE25037	Replication, recombination and repair
AIPGENE8894	Inorganic ion transport and metabolism
AIPGENE662	
AIPGENE27196	Nucleotide transport and metabolism
AIPGENE6180	Signal transduction mechanisms
AIPGENE22473	Inorganic ion transport and metabolism
AIPGENE124	Transcription
AIPGENE124	Signal transduction mechanisms
AIPGENE25585	Posttranslational modification, protein turnover, chaperones
AIPGENE27939	Nucleotide transport and metabolism
AIPGENE9821	Carbohydrate transport and metabolism
AIPGENE11742	Replication, recombination and repair
AIPGENE25103	Inorganic ion transport and metabolism
AIPGENE17606	Signal transduction mechanisms
AIPGENE2483	Carbohydrate transport and metabolism
AIPGENE22153	Posttranslational modification, protein turnover, chaperones
AIPGENE11699	Posttranslational modification, protein turnover, chaperones
AIPGENE10507	Inorganic ion transport and metabolism
AIPGENE17841	Energy production and conversion
AIPGENE6694	Translation, ribosomal structure and biogenesis
AIPGENE7222	Signal transduction mechanisms
AIPGENE29085	Carbohydrate transport and metabolism
AIPGENE25669	Signal transduction mechanisms
AIPGENE25669	Cytoskeleton
AIPGENE9627	Posttranslational modification, protein turnover, chaperones
AIPGENE27684	Defense mechanisms
AIPGENE4360	
AIPGENE3823	Signal transduction mechanisms
AIPGENE27346	Translation, ribosomal structure and biogenesis
AIPGENE23599	Posttranslational modification, protein turnover, chaperones
AIPGENE14158	Coenzyme transport and metabolism
AIPGENE25712	Carbohydrate transport and metabolism
AIPGENE8198	Posttranslational modification, protein turnover, chaperones
AIPGENE2500	Chromatin structure and dynamics
AIPGENE16399	Transcription
AIPGENE3162	Transcription
AIPGENE26454	Posttranslational modification, protein turnover, chaperones
AIPGENE351	Amino acid transport and metabolism
AIPGENE12294	Carbohydrate transport and metabolism
AIPGENE17331	Lipid transport and metabolism
AIPGENE17331	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE26794	Posttranslational modification, protein turnover, chaperones
AIPGENE20607	Posttranslational modification, protein turnover, chaperones
AIPGENE9127	Carbohydrate transport and metabolism
AIPGENE9127	Cell wall/membrane/envelope biogenesis
AIPGENE18441	Signal transduction mechanisms
AIPGENE16726	RNA processing and modification
AIPGENE11052	Carbohydrate transport and metabolism
AIPGENE16939	Signal transduction mechanisms
AIPGENE16939	Chromatin structure and dynamics
AIPGENE16939	Cell cycle control, cell division, chromosome partitioning
AIPGENE16939	Replication, recombination and repair
AIPGENE14375	Transcription
AIPGENE8322	Amino acid transport and metabolism
AIPGENE10921	Signal transduction mechanisms
AIPGENE21414	Signal transduction mechanisms
AIPGENE3664	Posttranslational modification, protein turnover, chaperones
AIPGENE19807	Cytoskeleton
AIPGENE16534	Signal transduction mechanisms
AIPGENE10433	Signal transduction mechanisms
AIPGENE2753	Posttranslational modification, protein turnover, chaperones
AIPGENE22484	Inorganic ion transport and metabolism
AIPGENE6880	
AIPGENE22857	Replication, recombination and repair
AIPGENE24576	Energy production and conversion
AIPGENE18513	Posttranslational modification, protein turnover, chaperones
AIPGENE18513	Inorganic ion transport and metabolism
AIPGENE15911	Transcription
AIPGENE3230	Translation, ribosomal structure and biogenesis
AIPGENE28950	Signal transduction mechanisms
AIPGENE13554	Amino acid transport and metabolism
AIPGENE19966	Posttranslational modification, protein turnover, chaperones
AIPGENE2242	Cytoskeleton
AIPGENE26215	Energy production and conversion
AIPGENE17427	Transcription
AIPGENE644	Transcription
AIPGENE20919	Signal transduction mechanisms
AIPGENE25201	Translation, ribosomal structure and biogenesis
AIPGENE11358	Transcription
AIPGENE29157	Posttranslational modification, protein turnover, chaperones
AIPGENE15049	Secondary metabolites biosynthesis, transport and catabolism
AIPGENE9207	Cytoskeleton
AIPGENE3330	
AIPGENE17861	Transcription
AIPGENE26786	Cell wall/membrane/envelope biogenesis
AIPGENE3231	Extracellular structures
AIPGENE14361	Nucleotide transport and metabolism
AIPGENE25765	Amino acid transport and metabolism
AIPGENE14735	Cytoskeleton
AIPGENE7996	Translation, ribosomal structure and biogenesis
AIPGENE4857	Intracellular trafficking, secretion, and vesicular transport
AIPGENE9231	RNA processing and modification
AIPGENE1902	Energy production and conversion
AIPGENE7503	Signal transduction mechanisms
AIPGENE7503	Cytoskeleton
AIPGENE24007	Amino acid transport and metabolism
AIPGENE4394	Cell wall/membrane/envelope biogenesis
AIPGENE10510	Cell cycle control, cell division, chromosome partitioning
AIPGENE26719	Lipid transport and metabolism
AIPGENE5796	Replication, recombination and repair
AIPGENE22002	Cytoskeleton
AIPGENE12461	Posttranslational modification, protein turnover, chaperones
AIPGENE14680	Cytoskeleton
AIPGENE16889	
AIPGENE14344	Signal transduction mechanisms
AIPGENE12364	Translation, ribosomal structure and biogenesis
AIPGENE13244	Carbohydrate transport and metabolism
AIPGENE4669	Posttranslational modification, protein turnover, chaperones
AIPGENE5173	Amino acid transport and metabolism
AIPGENE5245	Cytoskeleton
AIPGENE5453	Defense mechanisms
AIPGENE427	Inorganic ion transport and metabolism
AIPGENE5121	Signal transduction mechanisms
AIPGENE5121	Intracellular trafficking, secretion, and vesicular transport
AIPGENE26883	Signal transduction mechanisms
AIPGENE15078	Inorganic ion transport and metabolism
AIPGENE13802	Energy production and conversion
AIPGENE13455	Transcription
AIPGENE13455	Replication, recombination and repair
AIPGENE13455	Signal transduction mechanisms
AIPGENE4299	Transcription
AIPGENE22070	Translation, ribosomal structure and biogenesis
